#MUTATION	MAPK_SIGNALING_PATHWAY	ERBB_SIGNALING_PATHWAY	REGULATION_OF_ACTIN_CYTOSKELETON	PATHWAYS_IN_CANCER	FOCAL_ADHESION	T_CELL_RECEPTOR_SIGNALING_PATHWAY	NEUROTROPHIN_SIGNALING_PATHWAY	CHEMOKINE_SIGNALING_PATHWAY	GNRH_SIGNALING_PATHWAY	OOCYTE_MEIOSIS	RENAL_CELL_CARCINOMA	FC_GAMMA_R_MEDIATED_PHAGOCYTOSIS	ENDOMETRIAL_CANCER	AXON_GUIDANCE	INSULIN_SIGNALING_PATHWAY	NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY	FC_EPSILON_RI_SIGNALING_PATHWAY	LONG_TERM_POTENTIATION	B_CELL_RECEPTOR_SIGNALING_PATHWAY	TOLL_LIKE_RECEPTOR_SIGNALING_PATHWAY	ADHERENS_JUNCTION	GLIOMA	CELL_CYCLE	PROSTATE_CANCER	PROGESTERONE_MEDIATED_OOCYTE_MATURATION	WNT_SIGNALING_PATHWAY	BLADDER_CANCER	VEGF_SIGNALING_PATHWAY	CHRONIC_MYELOID_LEUKEMIA	CALCIUM_SIGNALING_PATHWAY	MELANOMA	NON_SMALL_CELL_LUNG_CANCER	TIGHT_JUNCTION	VASCULAR_SMOOTH_MUSCLE_CONTRACTION	JAK_STAT_SIGNALING_PATHWAY	PANCREATIC_CANCER	ENDOCYTOSIS	APOPTOSIS	COLORECTAL_CANCER	PHOSPHATIDYLINOSITOL_SIGNALING_SYSTEM	ACUTE_MYELOID_LEUKEMIA	GAP_JUNCTION	INOSITOL_PHOSPHATE_METABOLISM	MELANOGENESIS	PATHOGENIC_ESCHERICHIA_COLI_INFECTION	MTOR_SIGNALING_PATHWAY	SMALL_CELL_LUNG_CANCER	THYROID_CANCER	AMYOTROPHIC_LATERAL_SCLEROSIS_ALS	ADIPOCYTOKINE_SIGNALING_PATHWAY	ALZHEIMERS_DISEASE	EPITHELIAL_CELL_SIGNALING_IN_HELICOBACTER_PYLORI_INFECTION	SPLICEOSOME	RIBOSOME	LONG_TERM_DEPRESSION	LEUKOCYTE_TRANSENDOTHELIAL_MIGRATION	LEISHMANIA_INFECTION	P53_SIGNALING_PATHWAY	UBIQUITIN_MEDIATED_PROTEOLYSIS	PURINE_METABOLISM	CYTOKINE_CYTOKINE_RECEPTOR_INTERACTION	PYRIMIDINE_METABOLISM	FRUCTOSE_AND_MANNOSE_METABOLISM	PRION_DISEASES	TGF_BETA_SIGNALING_PATHWAY	PRIMARY_IMMUNODEFICIENCY	GLYCOLYSIS_GLUCONEOGENESIS	CYTOSOLIC_DNA_SENSING_PATHWAY	OLFACTORY_TRANSDUCTION	RIG_I_LIKE_RECEPTOR_SIGNALING_PATHWAY	HEMATOPOIETIC_CELL_LINEAGE	NOD_LIKE_RECEPTOR_SIGNALING_PATHWAY	RIBOFLAVIN_METABOLISM	REGULATION_OF_AUTOPHAGY	CELL_ADHESION_MOLECULES_CAMS	PARKINSONS_DISEASE	DORSO_VENTRAL_AXIS_FORMATION	HUNTINGTONS_DISEASE	NICOTINATE_AND_NICOTINAMIDE_METABOLISM
0.243411	0.311779	0.616000	-0.002577	0.582593	0.605005	0.635932	0.653337	0.658136	0.661618	0.038989	-0.101725	-0.070161	0.733386	0.697212	0.683144	-0.486975	0.332375	-0.165062	0.746018	0.392977	-0.002362	-0.004572	0.714887	0.809608	-0.083674	0.775796	-0.594833	0.000903	-0.000026	-0.008307	0.000192	-0.000161	0.000140	-0.193071	-0.000025	-0.000078	-0.000354	-0.008012	0.836572	0.399603	-0.000057	0.000101	0.252513	0.827770	-0.002120	-0.001443	-0.000216	0.000136	-0.000199	-0.000905	0.857210	0.526721	0.000002	0.000013	-0.000280	-0.000640	0.000003	-0.000131	-0.000025	0.000017	-0.000223	-0.000243	0.116116	0.000012	-0.000163	0.000183	0.000007	0.000499	0.000304	0.004676	-0.000012	-0.000559	0.238177	0.001001	0.000273	-0.000636	0.000077	-0.000019	-0.000506
0.260972	-0.116006	0.000520	0.188003	0.512195	0.288176	0.660570	-0.177361	-0.134278	0.005161	-0.010041	0.009653	0.646130	0.511569	-0.003719	0.002316	0.000478	-0.027717	-0.042649	-0.000754	-0.001158	0.001064	0.550158	-0.005869	0.623945	0.000222	0.000688	0.267577	-0.002636	-0.000009	0.002812	0.608605	0.223410	0.021217	-0.007065	-0.000003	0.330856	0.626305	-0.001415	0.000284	0.076390	0.000050	0.180462	0.046529	0.000125	-0.000693	0.004760	0.168058	0.608098	0.000016	0.269803	-0.000023	0.267708	-0.000001	-0.000016	0.000244	0.000357	-0.000014	0.124933	0.000083	-0.000193	0.355318	0.000103	0.000231	0.000008	0.000159	0.789342	0.000002	0.434139	0.019650	-0.004966	0.000003	0.000408	0.002006	0.003615	0.838205	-0.000856	0.389955	0.000016	-0.000042
0.262575	0.417995	-0.002297	0.395483	0.212711	-0.102574	0.000394	0.335881	-0.001740	0.212153	0.006640	-0.021644	-0.019219	-0.000986	-0.029218	0.011650	-0.000346	-0.025982	-0.001593	-0.000936	0.266321	0.001467	0.005666	0.173291	0.000180	0.273504	-0.127428	0.423062	-0.003025	0.000022	0.002209	0.085057	-0.000547	0.000398	-0.008600	0.000036	-0.000328	-0.000338	0.066194	0.000293	0.002255	0.099032	0.000911	0.001078	-0.001598	-0.000997	-0.003027	-0.000104	0.063676	0.001780	-0.000223	0.000010	0.003873	-0.000013	-0.000008	0.062785	-0.000422	0.000003	-0.000248	0.153646	0.558047	0.000120	0.576761	0.242137	0.000002	-0.000167	-0.000541	-0.000008	0.045587	0.000252	0.515950	-0.000008	-0.000444	-0.002679	0.001030	0.000372	0.001056	0.355717	-0.000001	0.634746
-0.216920	0.208291	0.490875	0.439445	0.466644	-0.161513	0.283911	0.449697	-0.133455	0.612434	-0.004964	0.593505	0.004499	0.606786	-0.099947	0.515253	0.339802	0.548608	0.328752	0.326727	0.525141	-0.363907	0.665628	-0.873190	0.626437	0.000363	-0.684819	0.601408	0.339112	0.605958	-0.132127	0.641380	0.696794	0.000207	0.584175	0.001211	-0.000068	0.000418	0.003293	-0.001684	0.002872	0.723463	0.615655	-0.001229	0.702436	-0.391082	-0.826518	-0.000172	0.626702	-0.062118	-0.000683	-0.089680	-0.510791	-0.395868	0.000011	0.706333	-0.000391	-0.435083	-0.000037	-0.489676	0.000044	-0.115354	0.000027	-0.006527	0.672378	-0.000274	-0.193057	-0.042185	-0.000429	-0.000068	-0.000719	-0.375273	-0.000687	-0.000043	0.000487	-0.000553	0.000326	0.032001	-0.170286	-0.000279
0.123714	0.126938	1.316983	0.005870	0.037089	0.006765	-0.252600	1.515512	-0.000517	1.919255	1.726361	-0.035737	-0.024791	0.004857	-0.036004	-0.040405	0.000023	-0.021741	1.836964	-0.000639	-0.000686	0.003260	2.129918	-0.018060	0.000945	-0.000261	1.708569	0.183624	0.000568	-0.000063	2.034025	0.003505	0.003796	-0.000279	-0.008321	0.000433	0.000425	0.000296	0.000561	0.000186	-0.007065	-0.000038	0.258737	0.002075	2.197029	-0.002547	-0.000066	-0.000141	0.000132	0.000108	0.001382	0.000001	0.018209	0.000011	-0.000002	0.000244	-0.000829	0.000003	-0.000103	-0.000257	-0.000152	0.068867	-0.000052	-0.004370	0.000001	-0.000705	-0.001240	-0.000021	0.000101	2.107820	-0.088211	0.000005	-0.000688	0.001268	0.000128	-0.000380	0.000814	0.068315	-0.000022	-0.000167
0.544064	3.874100	0.354321	0.894804	0.185008	0.808179	3.382399	0.914896	0.323670	0.735014	4.251299	0.020029	0.836485	0.035674	3.546942	0.983179	3.117443	0.734096	4.148357	3.890228	0.932833	0.783415	0.000692	0.694038	0.627724	0.679305	3.419666	-0.000035	3.963017	-0.000009	3.190138	0.000482	0.001163	-0.000510	1.072698	0.626533	-0.000434	-0.000437	3.413229	0.002027	-0.002033	0.000079	0.573792	0.374538	0.007989	0.000096	-0.000271	0.000178	0.000104	3.827964	-0.002310	3.162637	-0.007654	-0.000011	0.000001	-0.000210	0.000499	0.734470	0.241649	0.000141	-0.000008	0.000031	-0.000041	0.004696	-0.000008	0.000224	0.000206	-0.000015	-0.000259	-0.000747	0.062576	0.000010	-0.000244	0.002703	0.001300	-0.000674	-0.001600	-0.000060	0.000006	0.000350
0.297540	0.433483	-0.015168	-0.004802	0.000197	-0.004389	-0.008075	0.001157	0.001453	0.005205	-0.007542	-0.000023	0.027407	0.000415	-0.008011	0.368856	0.000224	0.006323	-0.012688	0.011092	0.029023	-0.000587	0.006512	0.007392	-0.000027	0.001484	-0.000115	0.000814	-0.000049	0.000019	0.000910	0.003895	-0.000262	0.000160	0.001658	-0.001627	0.001400	0.000263	0.131109	0.001685	0.004333	-0.000044	0.020023	-0.001305	-0.012678	0.001915	0.001249	-0.000072	0.000105	-0.000094	0.001576	-0.000017	0.001257	0.000002	0.000009	-0.000505	-0.000010	0.000007	-0.000019	-0.000076	-0.000132	0.010502	-0.000108	0.356369	-0.000020	0.000308	-0.000502	-0.000008	0.746786	-0.000599	0.339052	-0.000021	0.000132	-0.000708	0.002490	0.000590	0.001886	0.004894	-0.000010	0.000435
-0.025959	0.580806	1.177522	1.267300	-0.005265	1.310628	1.416594	0.004433	0.524438	-0.007128	-0.001737	1.589289	0.515615	-0.007259	1.471189	-0.004062	0.495233	-0.036071	0.000433	-0.000991	0.270854	-0.000574	-0.001590	-0.001176	-0.000367	-0.001626	-0.001960	-0.000672	-0.001152	-0.000003	0.003143	0.000608	-0.000784	-0.000530	-0.008123	-0.000852	-0.000422	-0.000801	0.247832	-0.002241	0.043980	-0.000019	-0.028097	0.006022	-0.000649	0.000667	0.004736	0.000024	-0.000105	0.000235	-0.001639	-0.000021	0.453354	-0.000016	0.000011	-0.000044	-0.000661	-0.000018	-0.000199	0.000005	-0.000170	0.000147	-0.000064	0.005171	-0.000008	0.000643	-0.000134	0.000013	0.404506	-0.000412	0.407599	0.000001	0.000452	0.000478	0.000169	-0.000377	-0.000103	-0.000134	-0.000007	0.000307
-0.084412	-0.004064	-0.506946	0.001605	-0.000171	-0.069871	-0.106766	-0.012569	0.566360	-0.007085	-0.091758	-0.000026	-0.101777	-0.006849	-0.204099	0.003703	-0.000072	0.011783	-0.000077	-0.000476	0.001561	0.001127	-0.010635	-0.004796	0.000003	0.000001	-0.001075	-0.000097	0.000432	0.000034	-0.002615	0.001497	0.000328	0.000109	-0.004243	0.579496	0.000350	-0.000249	-0.004208	0.001184	0.711018	-0.000026	0.004683	0.737242	-0.010386	-0.000942	0.868340	0.000030	-0.000087	-0.000065	0.000186	-0.000010	0.002461	-0.000000	0.000004	-0.000222	0.000424	0.000009	0.000019	-0.000081	0.000149	0.000093	0.000122	-0.003196	-0.000007	0.000328	0.670399	-0.000022	0.000358	-0.000331	0.005235	-0.000023	-0.000074	-0.000017	0.832779	-0.000478	-0.001903	-0.000136	-0.000002	0.000196
0.008142	0.594783	0.667286	-0.090621	-0.000938	-0.010724	0.600499	0.726253	-0.001031	0.842718	0.009512	-0.010892	-0.010586	-0.003096	-0.036620	0.000083	-0.000951	0.718404	-0.013697	-0.000619	0.749714	0.549137	0.001651	0.110458	-0.000156	0.290980	0.000345	0.000443	0.000610	0.000012	0.005848	-0.000317	0.000384	0.000502	-0.005449	0.000024	-0.000181	-0.000302	-0.008537	-0.000022	-0.010994	-0.000064	-0.000024	-0.003088	-0.005898	-0.002733	0.002370	-0.000234	-0.000026	0.000018	0.524270	-0.000017	-0.000721	0.000010	0.000014	0.000268	-0.000350	0.000004	-0.000196	0.000038	-0.000037	0.000123	-0.000111	0.303084	-0.000006	0.000504	-0.000216	0.000013	-0.000186	-0.000730	-0.004225	0.000007	0.035204	0.128964	0.001211	-0.000323	0.000398	0.000024	0.000000	-0.000138
0.662744	0.108612	0.939373	1.030768	-0.000280	1.185352	0.809344	0.226183	-0.002038	0.818157	0.497117	0.979199	-0.017854	0.042207	0.905711	0.807566	-0.000730	-0.031271	0.814270	-0.000890	0.001611	0.627063	0.074941	-0.033159	0.037698	0.000275	0.053419	0.084964	0.421942	0.000032	0.564827	0.001505	0.467470	0.009402	0.977202	0.000616	0.475647	0.576960	0.111812	-0.001222	-0.029695	0.000003	0.732828	-0.000530	-0.003482	-0.001752	0.000364	-0.000069	0.000038	-0.000058	0.002014	-0.000012	0.816691	0.000009	0.000007	0.000242	-0.000322	0.000053	-0.000074	0.000027	0.000003	0.274628	0.000045	-0.005273	-0.000002	-0.000125	-0.000993	-0.000005	-0.000591	0.402146	0.170419	-0.000026	0.000506	0.000566	0.066375	-0.000190	0.001958	0.160589	0.000008	-0.000612
-0.002114	-0.011983	-0.013820	-0.003735	-0.123217	-0.005402	-0.038068	-0.117850	-0.017207	0.003424	-0.005312	0.000439	-0.010160	-0.015330	-0.010785	0.002555	-0.000004	-0.015071	-0.007715	-0.000928	-0.001351	-0.001576	-0.000675	0.527266	-0.115236	0.000010	-0.003507	0.000107	0.000221	-0.000014	-0.004955	-0.000843	-0.000343	-0.000486	-0.002863	-0.002365	-0.000478	-0.000641	-0.007400	-0.000067	0.021855	0.000003	-0.006473	0.000009	-0.001774	0.001603	0.001114	-0.000202	0.000188	-0.000186	-0.002198	-0.000004	0.002349	0.000009	-0.000007	-0.000121	-0.000305	0.000000	0.585290	0.000054	-0.000106	-0.000127	0.000146	-0.003705	0.000002	0.000514	-0.000364	-0.000021	-0.000510	-0.000714	-0.027701	-0.000035	-0.000193	-0.002372	0.001664	0.000222	-0.002083	-0.000034	0.000005	0.000323
0.912562	0.276241	-0.236181	-0.211053	-0.725126	-0.841695	-0.581196	-0.148200	-0.204717	0.264613	0.006747	-0.027771	0.189059	-1.040425	-0.056832	0.003415	0.015190	0.688404	0.003614	0.007531	0.083725	-0.000360	-0.008074	0.057085	-0.632230	0.042659	-0.001745	0.000097	-0.001561	-0.000024	-0.002489	-0.004288	-0.386256	-0.000804	0.001970	0.001699	-0.079530	0.000728	0.014205	-0.006074	0.566879	0.000044	-0.001098	0.320563	-0.004538	-0.002820	-0.006140	0.000003	0.000020	-0.000092	-0.001800	0.000014	0.035462	-0.000019	-0.000003	-0.000163	-0.000284	-0.000002	0.442244	-0.000060	0.000073	-0.000123	-0.000118	0.004873	0.000004	-0.000655	0.000637	-0.000004	0.000036	-0.000115	-0.007734	0.000013	-0.000744	0.002354	-0.001740	0.000527	-0.000671	0.000028	0.000005	0.000283
1.259680	2.023152	2.157670	2.039413	1.805227	2.697878	1.504783	2.371822	2.073171	2.763144	2.197267	2.190157	1.643058	2.797485	0.606614	2.418130	2.181288	2.090894	3.145960	1.679228	1.960202	1.166381	2.855548	-0.258914	2.625898	2.591970	0.001846	2.383951	2.182068	2.729059	0.120692	2.744780	2.935076	0.338932	2.836346	0.199743	2.818751	0.061628	0.076302	3.046668	0.002431	3.189713	2.341321	0.000448	2.289181	0.001958	2.225374	0.246514	2.374670	0.000049	0.525294	1.042805	1.589070	-0.000008	-0.000007	2.746374	0.000493	1.748206	-0.000083	0.000044	-0.000130	0.000946	-0.000097	0.477942	1.724234	0.447475	-0.001116	-0.000020	-0.000391	0.000627	-0.005942	-0.000009	0.561499	0.002389	-0.002204	0.000431	-0.001023	1.814319	-0.000028	-0.000045
