#MUTATION	MAPK_SIGNALING_PATHWAY	ERBB_SIGNALING_PATHWAY	REGULATION_OF_ACTIN_CYTOSKELETON	PATHWAYS_IN_CANCER	FOCAL_ADHESION	T_CELL_RECEPTOR_SIGNALING_PATHWAY	NEUROTROPHIN_SIGNALING_PATHWAY	CHEMOKINE_SIGNALING_PATHWAY	GNRH_SIGNALING_PATHWAY	OOCYTE_MEIOSIS	RENAL_CELL_CARCINOMA	FC_GAMMA_R_MEDIATED_PHAGOCYTOSIS	ENDOMETRIAL_CANCER	AXON_GUIDANCE	INSULIN_SIGNALING_PATHWAY	NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY	FC_EPSILON_RI_SIGNALING_PATHWAY	LONG_TERM_POTENTIATION	B_CELL_RECEPTOR_SIGNALING_PATHWAY	TOLL_LIKE_RECEPTOR_SIGNALING_PATHWAY	ADHERENS_JUNCTION	GLIOMA	CELL_CYCLE	PROSTATE_CANCER	PROGESTERONE_MEDIATED_OOCYTE_MATURATION	WNT_SIGNALING_PATHWAY	BLADDER_CANCER	VEGF_SIGNALING_PATHWAY	CHRONIC_MYELOID_LEUKEMIA	CALCIUM_SIGNALING_PATHWAY	MELANOMA	NON_SMALL_CELL_LUNG_CANCER	TIGHT_JUNCTION	VASCULAR_SMOOTH_MUSCLE_CONTRACTION	JAK_STAT_SIGNALING_PATHWAY	PANCREATIC_CANCER	ENDOCYTOSIS	APOPTOSIS	COLORECTAL_CANCER	PHOSPHATIDYLINOSITOL_SIGNALING_SYSTEM	ACUTE_MYELOID_LEUKEMIA	GAP_JUNCTION	INOSITOL_PHOSPHATE_METABOLISM	MELANOGENESIS	PATHOGENIC_ESCHERICHIA_COLI_INFECTION	MTOR_SIGNALING_PATHWAY	SMALL_CELL_LUNG_CANCER	THYROID_CANCER	AMYOTROPHIC_LATERAL_SCLEROSIS_ALS	ADIPOCYTOKINE_SIGNALING_PATHWAY	ALZHEIMERS_DISEASE	EPITHELIAL_CELL_SIGNALING_IN_HELICOBACTER_PYLORI_INFECTION	SPLICEOSOME	RIBOSOME	LONG_TERM_DEPRESSION	LEUKOCYTE_TRANSENDOTHELIAL_MIGRATION	LEISHMANIA_INFECTION	P53_SIGNALING_PATHWAY	UBIQUITIN_MEDIATED_PROTEOLYSIS	PURINE_METABOLISM	CYTOKINE_CYTOKINE_RECEPTOR_INTERACTION	PYRIMIDINE_METABOLISM	FRUCTOSE_AND_MANNOSE_METABOLISM	PRION_DISEASES	TGF_BETA_SIGNALING_PATHWAY	PRIMARY_IMMUNODEFICIENCY	GLYCOLYSIS_GLUCONEOGENESIS	CYTOSOLIC_DNA_SENSING_PATHWAY	OLFACTORY_TRANSDUCTION	RIG_I_LIKE_RECEPTOR_SIGNALING_PATHWAY	HEMATOPOIETIC_CELL_LINEAGE	NOD_LIKE_RECEPTOR_SIGNALING_PATHWAY	RIBOFLAVIN_METABOLISM	REGULATION_OF_AUTOPHAGY	CELL_ADHESION_MOLECULES_CAMS	PARKINSONS_DISEASE	DORSO_VENTRAL_AXIS_FORMATION	HUNTINGTONS_DISEASE	NICOTINATE_AND_NICOTINAMIDE_METABOLISM
0.265403	-0.374151	-0.385680	-0.035448	-0.045549	-0.083213	0.002565	0.004727	0.392906	-0.746636	-0.035905	-0.039540	-0.000818	0.000386	-0.002274	-0.000887	0.002351	0.000376	-0.004457	-0.003036	0.030956	-0.003242	-0.000688	-0.260467	-0.001278	0.000007	-0.000542	-0.014992	0.003292	0.000427	-0.009796	-0.001290	-0.008354	-0.003072	-0.005192	0.002352	0.002500	-0.020138	0.004450	-0.000140	0.266670	-0.002066	-0.019015	0.110249	-0.000060	-0.000005	0.360358	-0.000570	0.001167	0.373434	0.005693	0.000041	-0.000749	-0.000008	-0.000011	-0.002229	0.000540	-0.000012	0.000003	-0.000176	0.857378	0.001343	0.778939	-0.000148	-0.000002	0.000605	0.194376	0.000439	0.001230	0.003817	0.001784	0.000005	0.282374	-0.000134	0.166130	0.001228	0.000005	-0.001927	0.000013	0.910719
0.289496	0.305579	0.450778	0.010053	-0.012039	-0.001268	0.553296	-0.003362	0.000696	-0.026197	0.724727	0.002887	0.002522	-0.001604	0.687529	-0.000789	0.656843	0.000803	0.738034	0.681373	-0.010287	-0.018129	-0.008957	0.003037	-0.001593	-0.000155	0.612103	-0.009316	0.726979	0.000431	0.842284	-0.002564	0.003458	-0.001087	0.159194	0.000110	-0.004303	0.410200	0.685608	0.000145	0.906885	-0.001054	-0.003240	0.911493	-0.000151	0.000016	0.006680	-0.000434	-0.001095	0.785699	0.002879	0.768761	0.114745	-0.000006	-0.000020	0.438432	-0.000324	0.038735	-0.000012	-0.000016	0.000038	0.001486	-0.001320	0.001750	0.374521	-0.000616	0.000180	-0.000198	0.762684	0.000250	0.001600	0.000001	0.003069	0.000013	-0.005649	-0.000803	-0.000016	-0.000433	0.000017	0.000012
1.174193	0.684216	0.592424	0.510478	0.654300	0.927462	0.095712	0.618901	0.766869	0.480188	0.544412	0.587630	0.117584	1.014985	-0.003080	0.737695	0.844040	0.000602	1.000937	0.227391	0.171807	0.000265	0.893771	0.057374	0.870229	1.181066	-0.005177	0.656185	0.446099	0.889027	0.005349	0.875758	0.882493	-0.000924	0.942631	0.000110	0.930574	-0.002017	-0.002538	1.011582	-0.005597	1.227656	0.143080	-0.000177	0.372866	0.000002	0.882818	0.226769	1.032871	0.000470	0.260175	0.000002	-0.000965	0.000005	-0.000001	0.987735	-0.000057	-0.000009	-0.000014	0.000008	-0.000174	0.000367	0.000107	0.376314	0.541768	0.187745	-0.002742	-0.000401	-0.000736	0.003449	-0.003188	0.000008	-0.006880	0.001078	-0.001491	-0.001779	-0.000019	0.410417	-0.000012	0.000008
0.609454	0.540433	0.043812	0.917331	0.743648	1.101818	0.963683	0.521003	-0.119387	0.827035	0.732331	0.000418	0.571455	0.346252	0.047454	0.932101	-0.002558	0.002527	0.917199	-0.002666	-0.003714	0.428614	0.573392	-0.030298	0.248121	0.001884	-0.004436	0.581096	0.006463	-0.001261	0.130700	0.230482	0.244722	-0.002498	1.142751	0.000145	0.306893	0.722168	0.003403	0.000475	-0.054809	0.001608	0.377829	-0.017173	-0.000001	-0.000011	0.139566	-0.000340	0.128927	-0.000464	0.291482	-0.000034	0.518042	-0.000016	0.000007	0.005970	-0.000057	0.034882	0.000005	0.003629	0.000085	0.366027	-0.000099	0.031368	0.001030	-0.000793	1.122138	0.000177	0.001700	0.712534	0.764771	0.000013	0.001778	0.055533	0.070927	0.550741	-0.007850	0.429141	-0.000002	0.000000
0.035429	0.863331	0.028922	-0.095813	-0.031030	-0.009344	0.001408	-0.201889	-0.004701	1.020912	0.274078	-0.000299	0.356635	-0.006364	-0.042657	0.434442	0.002591	1.367366	-0.001808	0.355741	1.199612	0.001515	0.002607	-0.092090	-0.006032	0.000719	-0.011010	-0.032633	0.001903	0.001006	-0.000508	-0.002533	-0.003941	0.313435	-0.009599	-0.000211	0.004600	-0.010123	-0.006631	-0.000597	0.124759	0.000277	-0.006186	-0.004741	-0.004035	-0.000812	-0.009425	0.000366	-0.002491	1.066107	-0.004030	-0.000068	0.427849	0.000010	-0.000002	-0.008297	-0.000862	0.004658	-0.000000	-0.000181	0.187420	-0.001868	-0.000812	-0.012590	-0.000733	-0.001065	0.001560	-0.000129	-0.000948	0.000169	-0.001232	-0.000002	0.149459	-0.000168	-0.005743	0.000004	-0.000004	-0.000932	-0.000008	0.138764
0.478679	0.016210	-0.222826	0.413849	0.001550	0.009948	-0.002748	0.342842	-0.028807	-0.003365	-0.010711	-0.000431	0.590482	0.010524	0.542570	-0.003390	0.002954	0.001065	-0.004513	-0.005280	0.039697	0.030420	0.651970	-0.014098	0.008534	-0.064241	0.001095	0.012922	0.001992	0.001298	-0.004394	0.099146	-0.006674	0.149313	0.003752	-0.000154	-0.006993	-0.002712	0.022878	-0.020771	0.657888	0.001320	0.000298	0.631184	-0.000126	0.547872	0.762887	0.157605	0.001489	-0.000293	1.461859	-0.000052	0.000328	0.000000	-0.000001	-0.004408	0.469469	0.720681	0.041436	0.000269	-0.000153	-0.000200	-0.000238	-0.001730	0.000820	0.220714	-0.002644	0.000256	-0.002367	0.611289	0.346361	-0.000019	0.227471	0.000051	1.525901	0.000830	-0.000018	-0.000443	0.000015	0.000009
0.940452	0.642625	0.011226	0.188794	0.332508	-0.000871	0.010516	0.113149	0.291248	0.466827	0.398713	0.000117	0.634034	-0.000096	0.000515	0.000572	0.494302	0.553349	0.000212	0.580250	0.014053	-0.001416	-0.004948	0.642279	0.000007	0.858279	-0.010290	0.458364	0.009215	-0.001771	-0.004643	-0.001422	0.001134	0.252671	-0.001053	0.000094	0.009570	-0.006323	-0.002258	0.005279	0.013229	-0.001993	0.002914	0.008718	0.000359	-0.000017	-0.003679	-0.000336	0.001758	0.000481	-0.008907	-0.000028	-0.003062	-0.000005	0.000005	-0.003035	-0.000655	0.000014	-0.000006	0.001897	0.447210	0.001494	0.392012	-0.002497	0.181874	0.000317	0.000563	-0.000758	0.002022	-0.008052	0.003606	-0.000015	-0.002699	-0.000136	0.005230	-0.000108	0.000004	0.061656	-0.000011	0.367885
-0.015825	0.157066	-0.389768	0.564236	-0.529416	0.635175	-0.007422	-0.005392	0.609623	-0.008199	0.000550	-0.000538	-0.379682	-0.079899	0.685032	-0.145236	-0.001136	-0.002731	-0.000439	-0.002116	0.263900	-0.003511	-0.009389	0.125852	-0.003654	0.126961	0.701855	-0.294978	-0.012057	0.000760	-0.006605	0.000455	-0.000827	0.000631	0.765723	-0.000226	-0.006534	-0.006113	0.221985	0.000240	0.000711	-0.000997	-0.002163	0.002988	-0.000031	0.733018	-0.006845	-0.000619	-0.001570	-0.000171	-0.001363	0.000038	0.000384	-0.000005	0.000000	-0.003505	0.738082	0.000006	-0.000003	0.000052	-0.000006	-0.002296	0.074773	0.236648	0.000259	0.794602	0.002246	-0.000936	0.314919	-0.008584	0.401997	-0.000001	-0.000491	0.386025	0.000307	0.000170	0.000003	-0.001933	-0.000000	0.008508
-0.002390	-0.005984	-0.087393	-0.035462	-0.209713	-0.154108	-0.141936	-0.004807	-0.011122	0.306269	-0.004386	-0.120391	-0.000358	-0.000405	-0.159482	-0.000578	-0.007093	-0.001276	0.000426	-0.002917	0.002099	0.000372	0.002298	0.505154	-0.001624	0.001253	0.003075	-0.021295	0.004392	0.000612	-0.008173	0.000963	0.000851	-0.002415	0.001510	0.000095	-0.000630	-0.002868	-0.009118	-0.000752	-0.001271	-0.002533	0.001107	-0.003871	-0.000033	-0.000004	-0.003873	-0.000711	-0.000269	-0.000138	-0.004600	0.000023	-0.000237	-0.000008	-0.000016	-0.004381	-0.000029	-0.000000	0.689019	-0.000282	0.000015	0.001069	0.000157	-0.001923	-0.000051	0.000329	-0.000165	-0.000055	-0.001085	-0.007600	-0.002427	-0.000006	0.001195	0.000065	0.000332	-0.000454	0.000007	0.000629	-0.000003	0.000003
-0.285174	0.018343	0.154656	0.198083	0.159204	-0.098515	0.209395	0.228842	0.013463	0.235094	0.015365	0.453260	0.189625	0.191023	-0.562440	0.287654	0.018692	0.304210	0.150097	0.103493	0.367780	-0.356980	0.486424	-0.142374	0.240937	0.039062	-0.471245	0.285561	0.214535	0.501419	-0.446175	0.486172	0.371428	-0.001745	0.306994	-0.231435	0.203924	-0.000869	-0.268286	0.286603	-0.044922	0.550229	0.389907	-0.061456	0.502092	-0.000022	-0.173474	-0.000049	0.524265	-0.346381	-0.008067	-0.292641	-0.001086	-0.000007	0.000005	0.594646	0.000304	0.000006	-0.000019	-0.529311	-0.000264	-0.229553	0.000177	0.001748	0.589662	-0.000297	-0.298896	-0.000329	-0.001816	0.007575	0.001839	-0.341617	-0.000844	0.000032	-0.004611	-0.001486	-0.000007	0.539550	-0.325988	-0.000004
0.502163	0.355811	-0.064535	-0.115663	-0.006970	-0.011812	-0.005381	0.222323	-0.007087	-0.137152	0.000021	-0.000796	0.258574	-0.001820	-0.001856	0.324546	-0.009434	0.045890	0.001660	0.223992	0.036550	-0.002304	-0.006273	-0.034580	-0.002426	0.000457	-0.005970	-0.023051	-0.002203	0.001645	-0.010077	-0.011161	-0.004975	0.000072	0.001538	0.000132	-0.011215	-0.007564	0.081147	0.000156	0.655794	0.001346	-0.003090	0.285437	-0.000019	-0.000014	-0.000193	0.000042	-0.002032	0.000067	-0.001476	-0.000017	0.000233	0.000003	0.000014	0.004168	0.000073	0.000004	-0.000010	0.000205	-0.000012	-0.002121	0.000356	0.600527	-0.000006	0.000043	-0.001015	-0.000302	0.085561	0.005498	0.092600	0.000017	0.273395	-0.000166	0.000977	0.001412	-0.000258	0.000962	-0.000005	-0.000007
0.133945	0.034457	1.735341	-0.027823	0.005956	-0.001305	0.000438	1.374702	0.002646	1.504982	1.620869	-0.000626	0.015963	0.001868	0.000739	-0.004577	-0.009747	-0.003137	1.662760	-0.012071	-0.001753	0.000918	1.771635	-0.021679	0.013190	0.000417	1.680835	0.000279	-0.003659	-0.002744	1.905834	0.008295	0.012151	0.000794	-0.002519	0.000132	0.004954	0.003033	-0.001150	0.000283	-0.011246	-0.002483	0.005030	-0.006669	2.123217	-0.000023	-0.007497	0.000017	0.000390	-0.000013	-0.001488	-0.000043	0.034939	0.000005	-0.000002	-0.003102	0.000079	-0.000006	-0.000019	-0.000374	-0.000120	0.003311	-0.000760	-0.001899	-0.000007	0.000588	-0.000589	-0.000685	-0.000540	1.835870	-0.001805	0.000017	-0.002061	-0.000123	-0.006129	0.020287	-0.000026	0.003093	0.000007	0.000018
0.015861	0.569586	0.628330	0.004579	-0.010556	-0.010610	0.624798	0.657951	-0.003406	0.741791	0.005961	0.000056	-0.004923	0.001040	-0.000877	0.001452	-0.001801	0.694178	0.000134	-0.001823	0.712604	0.581827	-0.003366	0.044001	-0.001526	0.002632	0.114068	-0.029554	0.005255	-0.001952	-0.006507	-0.002766	0.005364	0.001090	0.006333	-0.000258	-0.009001	-0.002986	-0.000587	-0.000007	-0.007275	0.001796	0.001168	-0.002751	-0.000042	-0.000020	0.002036	-0.000459	-0.001202	-0.000712	0.128675	0.000019	-0.000644	-0.000019	0.000011	-0.004120	0.000224	-0.000013	0.000016	-0.000143	-0.000155	-0.002457	0.000429	0.588924	0.000530	-0.000093	0.001847	-0.000833	-0.002278	0.003977	-0.000592	-0.000008	0.233778	0.465769	-0.007421	-0.000666	0.000010	0.002091	-0.000004	-0.000017
0.006628	0.628428	1.390679	1.345563	-0.007999	1.369082	1.359335	0.004132	0.511328	0.000676	-0.001359	1.460448	0.425964	0.000025	1.434287	0.001137	0.507001	-0.001315	-0.002458	-0.000704	0.235311	-0.000776	-0.001677	-0.042007	0.001587	0.000132	-0.007607	-0.026875	-0.006959	-0.002097	-0.002153	-0.001082	-0.001904	-0.000740	-0.006973	0.000120	-0.007475	-0.009613	0.141899	-0.000218	-0.000298	-0.000394	-0.005552	-0.001190	-0.000011	-0.000017	-0.005776	-0.000383	0.002077	-0.000584	-0.007533	-0.000059	0.505086	0.000009	-0.000003	0.004797	-0.000035	0.000014	-0.000018	0.000070	0.000091	0.000234	0.000117	0.001436	0.000652	-0.000350	-0.001882	0.000521	0.245444	-0.002503	0.123391	0.000015	0.000764	-0.000106	-0.008541	-0.001560	0.000017	0.001278	0.000011	-0.000013
