#MUTATION	MAPK_SIGNALING_PATHWAY	ERBB_SIGNALING_PATHWAY	REGULATION_OF_ACTIN_CYTOSKELETON	PATHWAYS_IN_CANCER	FOCAL_ADHESION	T_CELL_RECEPTOR_SIGNALING_PATHWAY	NEUROTROPHIN_SIGNALING_PATHWAY	CHEMOKINE_SIGNALING_PATHWAY	GNRH_SIGNALING_PATHWAY	OOCYTE_MEIOSIS	RENAL_CELL_CARCINOMA	FC_GAMMA_R_MEDIATED_PHAGOCYTOSIS	ENDOMETRIAL_CANCER	AXON_GUIDANCE	INSULIN_SIGNALING_PATHWAY	NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY	FC_EPSILON_RI_SIGNALING_PATHWAY	LONG_TERM_POTENTIATION	B_CELL_RECEPTOR_SIGNALING_PATHWAY	TOLL_LIKE_RECEPTOR_SIGNALING_PATHWAY	ADHERENS_JUNCTION	GLIOMA	CELL_CYCLE	PROSTATE_CANCER	PROGESTERONE_MEDIATED_OOCYTE_MATURATION	WNT_SIGNALING_PATHWAY	BLADDER_CANCER	VEGF_SIGNALING_PATHWAY	CHRONIC_MYELOID_LEUKEMIA	CALCIUM_SIGNALING_PATHWAY	MELANOMA	NON_SMALL_CELL_LUNG_CANCER	TIGHT_JUNCTION	VASCULAR_SMOOTH_MUSCLE_CONTRACTION	JAK_STAT_SIGNALING_PATHWAY	PANCREATIC_CANCER	ENDOCYTOSIS	APOPTOSIS	COLORECTAL_CANCER	PHOSPHATIDYLINOSITOL_SIGNALING_SYSTEM	ACUTE_MYELOID_LEUKEMIA	GAP_JUNCTION	INOSITOL_PHOSPHATE_METABOLISM	MELANOGENESIS	PATHOGENIC_ESCHERICHIA_COLI_INFECTION	MTOR_SIGNALING_PATHWAY	SMALL_CELL_LUNG_CANCER	THYROID_CANCER	AMYOTROPHIC_LATERAL_SCLEROSIS_ALS	ADIPOCYTOKINE_SIGNALING_PATHWAY	ALZHEIMERS_DISEASE	EPITHELIAL_CELL_SIGNALING_IN_HELICOBACTER_PYLORI_INFECTION	SPLICEOSOME	RIBOSOME	LONG_TERM_DEPRESSION	LEUKOCYTE_TRANSENDOTHELIAL_MIGRATION	LEISHMANIA_INFECTION	P53_SIGNALING_PATHWAY	UBIQUITIN_MEDIATED_PROTEOLYSIS	PURINE_METABOLISM	CYTOKINE_CYTOKINE_RECEPTOR_INTERACTION	PYRIMIDINE_METABOLISM	FRUCTOSE_AND_MANNOSE_METABOLISM	PRION_DISEASES	TGF_BETA_SIGNALING_PATHWAY	PRIMARY_IMMUNODEFICIENCY	GLYCOLYSIS_GLUCONEOGENESIS	CYTOSOLIC_DNA_SENSING_PATHWAY	OLFACTORY_TRANSDUCTION	RIG_I_LIKE_RECEPTOR_SIGNALING_PATHWAY	HEMATOPOIETIC_CELL_LINEAGE	NOD_LIKE_RECEPTOR_SIGNALING_PATHWAY	RIBOFLAVIN_METABOLISM	REGULATION_OF_AUTOPHAGY	CELL_ADHESION_MOLECULES_CAMS	PARKINSONS_DISEASE	DORSO_VENTRAL_AXIS_FORMATION	HUNTINGTONS_DISEASE	NICOTINATE_AND_NICOTINAMIDE_METABOLISM
-0.011834	0.000771	-0.000439	0.236785	-0.000434	0.112441	0.000896	-0.003788	0.233361	0.314111	-0.414386	0.398749	0.583456	0.084030	0.638470	0.072716	-0.002824	0.049076	-0.086383	0.002559	-0.007810	0.006544	0.376917	-0.695973	0.003552	-0.153640	-0.006380	-0.011306	-0.102111	-0.004711	0.004173	0.368775	-0.002989	0.000099	-0.003108	0.018489	-0.000078	-0.000573	0.000312	-0.010185	0.953250	-0.000760	0.279992	0.884923	-0.009783	0.002556	0.763117	0.013999	-0.000098	-0.017296	0.886911	-0.003364	-0.024497	0.005645	0.000009	-0.008519	-0.002081	0.001484	0.008198	0.003471	-0.000048	-0.000016	-0.003110	0.003411	0.003161	-0.000925	0.009963	-0.000004	0.001517	0.117114	-0.008048	-0.000017	0.000052	0.023738	0.960714	0.000682	-0.000091	0.002397	-0.000014	-0.000009
0.068094	0.328956	-0.002287	0.515496	0.853119	0.181231	0.017405	-0.194037	-0.046872	0.647690	0.915952	0.002462	0.000904	0.004249	-0.000264	0.014523	-0.109381	-0.004217	0.001121	0.001153	-0.002762	0.238041	-0.000922	1.044198	1.165757	1.091789	0.003281	0.009663	0.001112	-0.004025	-0.004845	0.006431	0.002309	0.000042	-0.003024	-0.000066	0.000345	0.032614	0.001469	-0.000085	0.001904	-0.001535	1.017601	0.005941	-0.010642	0.000459	0.002356	1.224422	-0.000848	0.000817	0.000427	0.001646	0.408973	0.008136	0.000001	-0.008363	-0.000975	0.003659	1.207927	-0.010855	0.000088	0.358782	-0.000092	-0.002675	0.000426	0.002108	0.000258	0.235289	0.397645	-0.003906	-0.003672	0.000004	0.184137	0.040841	0.001346	-0.002896	0.026499	0.517660	-0.000013	-0.000012
0.247526	0.815240	0.785465	-0.283428	-0.011229	-0.021177	0.812748	0.916713	0.012007	1.011093	0.501238	-0.004806	0.482791	0.001618	-0.002553	-0.018678	-0.000884	1.082264	-0.002140	0.002176	1.066195	0.275893	-0.010723	0.516019	0.000204	0.535805	-0.047229	-0.002016	0.008309	-0.006384	-0.044259	-0.001093	-0.001041	0.000041	-0.042012	-0.000147	-0.000296	-0.024441	-0.006946	0.000008	0.005344	0.001901	-0.010194	-0.017700	0.000064	0.001749	-0.001641	-0.000715	-0.000047	0.011651	0.747895	-0.001086	-0.025385	0.004991	-0.000012	0.005173	0.000251	-0.000706	-0.002307	0.000254	-0.000018	-0.000001	-0.000202	0.291087	0.001429	-0.000351	-0.002665	-0.000009	0.010297	-0.000020	-0.001845	-0.000005	0.558263	0.252665	-0.005636	0.000166	-0.000147	0.000210	0.000002	-0.000011
-0.005125	0.425118	0.417247	0.450492	0.438493	0.136463	0.424756	0.463320	0.240277	0.578740	0.323058	0.518326	0.239807	0.524668	-0.822402	0.543114	0.488910	0.521560	0.532177	0.508919	0.570541	-0.042216	0.629013	-0.203762	0.587558	0.242312	-0.594195	0.575303	0.527284	0.592910	-0.155657	0.614272	0.642542	-0.004473	0.587372	-0.000050	0.077064	-0.099973	-0.006176	0.239017	-0.096873	0.679873	0.603612	-0.023634	0.656392	-0.085451	-0.525474	0.000337	0.604340	-0.016660	0.000199	-0.001727	-0.028716	-0.278205	0.000008	0.678413	-0.002866	-0.000211	-0.003157	-0.622821	0.000104	-0.000002	0.001050	-0.010480	0.643822	-0.000770	-0.000106	-0.000011	-0.018055	-0.011824	-0.003841	-0.000018	-0.000175	0.015643	-0.151619	0.001380	-0.000118	0.350893	-0.161990	0.003035
0.322738	0.366787	1.660639	-0.008633	-0.000334	0.031210	-0.008492	1.819909	-0.036037	2.289238	2.004993	-0.003204	-0.053704	0.002263	0.002331	-0.042257	-0.008610	-0.017006	2.085747	0.001215	-0.018480	-0.007394	2.330801	-0.002441	-0.001969	-0.029991	1.848014	-0.003193	0.001694	-0.004467	2.104181	-0.001767	-0.001076	-0.000788	-0.032727	-0.000071	-0.000050	0.002488	-0.006041	0.000034	-0.003669	-0.002420	0.020088	0.003347	2.590901	-0.000020	0.002900	0.000467	0.000012	0.021181	-0.000080	-0.002739	0.020610	-0.003897	0.000016	-0.004428	0.001313	0.000287	-0.004611	-0.002922	-0.000048	0.002243	0.000014	-0.020409	-0.002494	-0.001667	-0.000292	0.000013	-0.006653	2.457268	-0.006504	-0.000002	-0.000054	0.010464	-0.000461	0.000006	-0.000208	0.011196	0.000016	-0.000014
-1.099792	0.855374	1.016891	0.140146	0.855897	0.924105	1.087512	0.903215	0.903313	0.000870	-0.065477	1.266861	0.931169	1.030292	0.022283	1.058575	0.319351	1.211278	0.257712	1.036533	1.034978	0.003182	1.275795	0.001067	1.164950	1.199014	0.001578	0.041317	1.269168	1.233295	-0.846397	1.164371	1.205198	1.006682	0.146174	0.995226	1.230251	0.000071	1.036053	1.195818	-0.006045	1.337432	0.003106	-0.012272	0.004026	0.006905	1.083500	1.267370	-0.000197	0.015998	1.109061	-0.000570	-0.017397	-0.003619	0.000008	0.286805	-0.001499	-0.000453	0.000734	-0.007401	-0.000073	-0.000000	0.000460	-0.000762	0.012887	-0.001138	0.000397	0.000010	-0.003266	0.000161	0.000160	0.000006	0.000051	-0.018544	-0.000977	-0.003040	0.000161	0.000582	0.000008	-0.000003
-0.054934	0.019036	-0.076226	-0.000215	-0.287144	-0.169482	-0.009098	-0.032347	-0.004878	0.005137	-0.027423	0.001620	-0.203243	-0.167247	-0.002083	-0.008209	-0.022624	-0.003475	-0.034120	-0.001098	-0.000260	0.009105	-0.001247	0.618010	0.000077	0.023938	-0.028576	-0.001478	0.000732	-0.002430	-0.023609	-0.007430	-0.000208	-0.002102	-0.006911	0.000019	-0.000113	-0.001063	0.003534	-0.000044	-0.005842	0.002183	0.001566	-0.005197	-0.006597	0.001795	-0.004392	-0.000732	-0.000097	-0.014162	-0.000425	-0.001682	-0.005386	-0.000674	0.000003	-0.008045	0.001017	-0.000078	0.701738	0.004159	-0.000000	-0.000014	-0.000048	-0.009743	-0.001172	-0.000403	-0.000400	-0.000004	0.034695	0.003954	-0.013910	0.000016	0.000099	0.002557	0.001893	0.000725	0.000039	0.001383	-0.000005	0.000012
0.242960	0.927894	-0.001134	0.222746	-0.000721	0.086051	0.001800	-0.006679	0.000001	-0.001272	-0.020139	0.086860	-0.009076	0.001889	0.002944	0.005616	0.002135	0.049694	0.016291	-0.002091	0.121363	-0.002089	-0.000869	0.000466	-0.002188	0.011767	-0.086070	0.069648	-0.002918	0.146658	0.018002	0.113594	0.292099	-0.002897	0.072019	-0.000027	0.265608	-0.000804	0.001758	-0.000046	-0.001115	0.327933	-0.000769	-0.004513	-0.007712	0.000585	-0.068331	0.000377	0.000202	0.088264	-0.000706	0.001515	-0.014703	-0.003583	-0.000010	0.200318	0.002477	0.000218	-0.002280	-0.008793	-0.000029	0.066030	0.000075	-0.000065	0.000907	0.000040	0.152771	-0.000026	0.052730	0.007704	0.003552	-0.000009	-0.000242	0.022677	-0.003246	-0.001483	0.000072	0.001898	-0.000021	0.000017
0.449592	-0.399203	0.000125	0.250570	0.000074	0.195318	-0.000779	-0.023694	0.000064	-0.022355	0.574289	0.007222	0.241602	-0.009849	-0.000003	0.562553	0.004800	-0.003954	0.429339	0.002488	-0.002019	0.319223	0.000516	-0.094856	-0.000967	0.378670	-0.009326	0.002551	-0.000615	0.003372	-0.006340	-0.007283	0.000456	0.001629	0.431280	-0.000051	-0.000075	0.000277	0.003822	0.000041	0.006379	0.000267	0.002791	0.002739	-0.002029	-0.002244	-0.003521	-0.000776	0.000080	0.013547	0.000457	-0.001590	-0.005509	-0.003078	0.000000	-0.004454	-0.000993	-0.000561	0.000951	0.006000	-0.000226	0.000003	-0.000874	0.233499	0.002337	-0.001008	-0.000091	-0.000008	0.169800	-0.007801	0.032215	-0.000005	-0.000095	-0.012598	0.000142	-0.001599	-0.000054	0.000782	0.000002	-0.000039
0.317686	0.912782	-0.009976	-0.068197	-0.035817	-0.113970	0.002496	0.003972	-0.000092	-0.005809	-0.015599	-0.001171	0.002418	-0.005237	-0.010053	-0.018337	0.001530	-0.010154	-0.023014	0.000700	0.170652	0.004620	-0.001574	-0.001717	0.001230	-0.005915	0.001439	0.004499	-0.002394	0.004321	-0.017512	-0.000503	-0.002496	-0.000118	0.004820	0.000006	0.000062	-0.000671	0.010738	-0.000003	-0.006945	0.000176	0.004974	0.000930	-0.005418	0.000304	-0.003083	-0.000619	0.000015	-0.006827	-0.000009	-0.001059	-0.009619	0.004833	0.000002	0.005533	-0.001321	0.004274	0.000333	-0.002879	0.000012	-0.000020	0.000044	0.008071	-0.002342	-0.001474	-0.000717	0.000006	0.038777	-0.004494	0.207759	-0.019154	0.027546	0.007280	-0.001246	0.001730	0.000104	-0.000513	-0.000007	-0.000015
