#MUTATION	MAPK_SIGNALING_PATHWAY	ERBB_SIGNALING_PATHWAY	REGULATION_OF_ACTIN_CYTOSKELETON	PATHWAYS_IN_CANCER	FOCAL_ADHESION	T_CELL_RECEPTOR_SIGNALING_PATHWAY	NEUROTROPHIN_SIGNALING_PATHWAY	CHEMOKINE_SIGNALING_PATHWAY	GNRH_SIGNALING_PATHWAY	OOCYTE_MEIOSIS	RENAL_CELL_CARCINOMA	FC_GAMMA_R_MEDIATED_PHAGOCYTOSIS	ENDOMETRIAL_CANCER	AXON_GUIDANCE	INSULIN_SIGNALING_PATHWAY	NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY	FC_EPSILON_RI_SIGNALING_PATHWAY	LONG_TERM_POTENTIATION	B_CELL_RECEPTOR_SIGNALING_PATHWAY	TOLL_LIKE_RECEPTOR_SIGNALING_PATHWAY	ADHERENS_JUNCTION	GLIOMA	CELL_CYCLE	PROSTATE_CANCER	PROGESTERONE_MEDIATED_OOCYTE_MATURATION	WNT_SIGNALING_PATHWAY	BLADDER_CANCER	VEGF_SIGNALING_PATHWAY	CHRONIC_MYELOID_LEUKEMIA	CALCIUM_SIGNALING_PATHWAY	MELANOMA	NON_SMALL_CELL_LUNG_CANCER	TIGHT_JUNCTION	VASCULAR_SMOOTH_MUSCLE_CONTRACTION	JAK_STAT_SIGNALING_PATHWAY	PANCREATIC_CANCER	ENDOCYTOSIS	APOPTOSIS	COLORECTAL_CANCER	PHOSPHATIDYLINOSITOL_SIGNALING_SYSTEM	ACUTE_MYELOID_LEUKEMIA	GAP_JUNCTION	INOSITOL_PHOSPHATE_METABOLISM	MELANOGENESIS	PATHOGENIC_ESCHERICHIA_COLI_INFECTION	MTOR_SIGNALING_PATHWAY	SMALL_CELL_LUNG_CANCER	THYROID_CANCER	AMYOTROPHIC_LATERAL_SCLEROSIS_ALS	ADIPOCYTOKINE_SIGNALING_PATHWAY	ALZHEIMERS_DISEASE	EPITHELIAL_CELL_SIGNALING_IN_HELICOBACTER_PYLORI_INFECTION	SPLICEOSOME	RIBOSOME	LONG_TERM_DEPRESSION	LEUKOCYTE_TRANSENDOTHELIAL_MIGRATION	LEISHMANIA_INFECTION	P53_SIGNALING_PATHWAY	UBIQUITIN_MEDIATED_PROTEOLYSIS	PURINE_METABOLISM	CYTOKINE_CYTOKINE_RECEPTOR_INTERACTION	PYRIMIDINE_METABOLISM	FRUCTOSE_AND_MANNOSE_METABOLISM	PRION_DISEASES	TGF_BETA_SIGNALING_PATHWAY	PRIMARY_IMMUNODEFICIENCY	GLYCOLYSIS_GLUCONEOGENESIS	CYTOSOLIC_DNA_SENSING_PATHWAY	OLFACTORY_TRANSDUCTION	RIG_I_LIKE_RECEPTOR_SIGNALING_PATHWAY	HEMATOPOIETIC_CELL_LINEAGE	NOD_LIKE_RECEPTOR_SIGNALING_PATHWAY	RIBOFLAVIN_METABOLISM	REGULATION_OF_AUTOPHAGY	CELL_ADHESION_MOLECULES_CAMS	PARKINSONS_DISEASE	DORSO_VENTRAL_AXIS_FORMATION	HUNTINGTONS_DISEASE	NICOTINATE_AND_NICOTINAMIDE_METABOLISM
0.109171	0.820798	1.580101	1.234888	-0.002496	1.632042	1.440038	0.293485	0.535387	0.015803	0.005112	1.851527	0.528863	0.000711	1.415492	0.360741	0.619195	0.011592	0.000131	0.018344	0.038888	0.058991	-0.003045	-0.412620	-0.002827	-0.001918	-0.038545	-0.004306	0.539216	0.002561	0.130109	-0.000983	0.000445	0.341162	0.005626	-0.000257	-0.004598	0.324758	0.072461	-0.003832	0.011820	0.005903	0.172738	-0.000308	-0.001817	-0.000529	0.000034	-0.000063	-0.002412	-0.000340	-0.004022	0.001347	0.669598	-0.000046	0.000003	0.001455	-0.000405	0.002159	0.000012	-0.002175	-0.000258	0.055450	-0.003250	0.004981	0.000146	0.001166	0.000508	-0.000010	0.414797	0.000375	0.304195	0.000006	-0.000469	-0.000289	0.021496	-0.000242	0.009719	-0.000679	-0.000007	0.000012
0.226250	-0.008496	-1.485680	-0.319777	-0.897974	-0.343211	-0.005812	0.002649	-0.384977	-0.194467	0.109745	-0.430932	-0.516654	0.001671	-0.005839	-0.457184	-0.006787	-0.726905	1.215336	-0.001590	-1.291978	-1.068828	-0.000496	0.017075	-0.603064	-0.049088	0.049743	-0.081522	-0.001445	-0.060729	1.351562	-0.070564	-0.172751	-0.000765	-0.404961	-0.837292	-0.147383	-0.000182	0.760828	-0.102872	-0.012225	-0.008388	-0.236233	-0.001658	-0.080819	-0.000659	0.002491	-0.189157	0.003135	0.261933	-0.476839	0.796076	-0.004503	-0.232231	-0.558481	-0.003817	-0.091481	-0.005530	-0.000380	-0.000838	-0.000521	-0.001375	-0.001815	0.011476	0.000113	-0.009299	-0.000779	-0.763750	-0.013121	-0.000282	0.004416	-0.196879	0.004578	-0.162038	-0.000699	-0.254211	-0.000011	-0.000571	0.000015	-0.000385
0.045104	1.223453	0.980176	-0.006485	0.956048	1.038175	1.157089	0.979059	1.219758	-0.657521	-0.003537	1.159491	1.005742	1.062357	-0.002690	1.108902	-0.006581	1.089982	-0.374403	1.230332	1.255895	0.011060	1.333370	0.030798	1.203065	1.272858	0.000023	0.000462	1.407472	1.273263	-0.160334	1.193351	1.208749	1.129651	0.001095	1.319670	1.182915	-0.000010	1.214510	1.329441	0.007617	1.377680	0.000932	0.007557	-0.761907	0.000200	1.287617	1.394986	0.000107	0.001815	1.288052	0.000709	0.000103	0.000002	0.000014	-0.000483	0.000206	-0.000823	0.000300	-0.001256	-0.000076	0.000498	0.000599	-0.001092	-0.000087	0.001423	-0.000236	-0.000020	0.011293	-0.000666	0.012733	0.000015	-0.004780	-0.000845	-0.001877	0.000095	-0.000003	-0.000485	0.000000	-0.000067
0.155628	0.686087	-0.280040	0.569772	0.004125	0.677473	0.000688	0.425826	0.354493	1.188899	-0.585043	-0.000187	0.867482	0.031008	1.087744	0.000352	0.688030	0.863040	-0.004308	0.259250	0.004694	0.411055	0.254640	-0.293925	0.189274	-0.324065	0.722011	-0.003805	-0.010717	0.005462	-0.002020	0.171684	0.000093	0.034984	0.646563	0.246517	0.002912	-0.000199	0.004257	0.004904	1.730791	0.002714	0.065689	1.634628	0.001038	0.669178	0.758611	0.085347	0.000301	0.000572	-0.000413	0.001004	0.000457	-0.000009	-0.000006	-0.001618	0.153576	0.519452	0.099750	-0.001798	-0.000021	-0.000061	0.001259	-0.005145	0.007440	0.212664	0.000113	-0.000000	-0.003140	0.000158	-0.001646	0.000006	0.435039	0.000791	1.555106	-0.000059	0.000007	0.000184	0.000009	0.001729
0.739542	-0.344478	0.095604	0.332358	0.022739	0.213281	-0.083678	-0.007390	0.075221	0.000414	0.995509	-0.002387	0.227209	0.000556	0.244021	1.695174	-0.029331	0.007244	0.493046	0.010849	0.002245	1.017665	0.000344	0.012628	-0.000899	0.557707	-0.030848	0.104693	-0.005501	-0.020020	0.049250	0.001133	0.001318	-0.001920	0.255645	-0.000625	0.007099	0.002123	0.000500	0.002279	-0.009418	-0.005689	0.001299	0.001559	0.001160	-0.000650	0.042641	0.000215	-0.002510	0.000975	0.002902	-0.001658	0.028456	-0.000004	-0.000004	0.053016	0.000319	-0.010718	0.181366	0.000399	-0.002719	-0.000800	-0.002120	0.009019	0.000042	-0.001370	0.000791	-0.000002	-0.002144	0.000587	0.006499	0.000006	0.003918	0.002491	0.133613	-0.000788	-0.000008	-0.000022	0.000015	-0.001739
0.227961	0.909613	0.004227	-0.369187	-0.012529	-0.203711	-0.036773	-0.006366	-0.004502	1.104429	0.003028	-0.003212	0.346651	0.000736	-0.052689	0.258339	-0.000009	1.332871	-0.005002	0.427181	1.229627	-0.002544	-0.022986	-0.371602	-0.002083	0.004853	-0.008101	0.001380	-0.003106	0.002240	-0.010275	0.004185	0.000507	-0.000088	-0.001559	0.000198	-0.007239	-0.001493	-0.000559	-0.001109	0.459245	0.001178	-0.000012	-0.000849	-0.000461	-0.000392	0.001681	0.000092	0.000755	1.265851	-0.007975	-0.002789	0.119271	0.000011	-0.000020	-0.000032	-0.000107	0.004467	0.000169	0.000670	-0.000186	-0.000451	0.001434	0.000822	0.000014	0.001119	0.000057	0.000015	0.104340	-0.000499	-0.001535	-1.437409	0.131651	-0.001823	-0.002621	-0.000810	0.000003	0.000075	0.000009	0.000734
-0.117724	0.188464	0.173270	0.256829	0.217125	0.000464	0.179612	0.347743	0.032838	0.420341	0.135593	0.364191	0.089336	0.308430	-0.878031	0.314648	0.187214	0.306959	0.307257	0.194983	0.379645	-0.192583	0.440683	-0.533802	0.320188	0.065212	-0.444622	0.378024	0.239996	0.447526	-0.152355	0.449800	0.415368	0.001120	0.339270	0.000141	0.008336	-0.201004	-0.126928	0.104505	-0.708871	0.497709	0.389034	-0.677337	0.459786	-0.270404	-0.470038	-0.000586	0.473178	-0.158035	-0.006157	-0.109414	-0.257578	0.000012	-0.000019	0.516272	-0.001535	-0.010923	0.000112	-0.088046	-0.002123	0.000371	-0.001427	-0.059433	0.560743	-0.002303	-0.000215	-0.151357	0.002021	-0.000337	0.005161	0.000016	-0.003551	-0.001319	-0.138583	-0.000110	0.000000	0.197598	-0.075783	-0.001612
-0.010439	-1.091290	-0.014341	0.165200	-0.295615	-0.002458	-0.003655	-1.005375	0.019768	-0.499227	-0.014664	0.076519	-0.003723	-0.180326	0.026282	-0.068147	-0.009224	-0.001764	-0.010012	0.000332	-0.001708	-0.009518	-0.011210	-0.035777	-0.133827	-0.009624	-0.025130	-0.010526	0.000769	-0.001507	-0.010271	-0.012097	-0.000755	-0.002388	0.001360	0.012589	-0.011151	-0.000180	-0.003025	-0.002473	0.780457	-0.008407	-0.000220	0.794601	-0.000595	0.000077	-0.000539	0.000036	0.000291	-0.000993	-0.002379	-0.000923	-0.000940	-0.000014	-0.000016	-0.002982	-0.000338	-0.003420	0.000061	0.000702	0.001376	-0.000551	-0.002313	-0.004057	0.000039	0.000140	0.097277	-0.000002	0.279454	-0.000536	0.005156	-0.000033	-0.009651	-0.000044	-0.000378	0.000590	-0.000003	0.000586	-0.000006	-0.001414
0.509222	-0.283661	-0.071885	-0.028770	-0.026681	-0.072400	0.175479	-0.109916	0.000700	-0.442034	0.001314	-0.067658	0.589975	-0.000162	-0.005293	0.027554	0.000034	0.076975	-0.000176	0.029507	0.006482	-0.010907	-0.060716	-0.004922	-0.002402	0.001814	-0.037677	0.003011	-0.005977	-0.008855	-0.129557	-0.003710	-0.000911	-0.001441	0.001501	0.000204	-0.006722	0.000021	0.000715	-0.006521	0.270706	0.000946	0.001007	0.002288	-0.002210	-0.000453	0.103008	0.000483	-0.001112	-0.001200	0.085450	0.001900	0.002834	0.000002	-0.000003	-0.002075	-0.000620	0.005916	0.000244	-0.002249	-0.001349	-0.002313	-0.002177	0.886188	0.000207	0.001712	0.210866	-0.000000	-0.005755	-0.029492	-0.007230	0.000000	-0.008745	-0.000369	0.173936	0.205840	-0.000006	-0.000728	0.000009	0.001323
-0.002565	0.011848	0.018002	-0.000049	-0.009171	-0.015144	-0.009518	0.003034	0.000709	0.218041	0.004408	-0.002368	-0.010470	-0.000436	-0.030439	0.005261	-0.006257	-0.004496	0.000191	-0.001572	0.007085	-0.006644	0.000285	0.699023	-0.002575	-0.008175	-0.013145	-0.003420	-0.007695	0.005083	-0.001239	-0.000643	-0.001737	-0.000380	0.000112	0.000315	-0.008402	0.000108	-0.003127	-0.004297	-0.003794	-0.007568	0.000996	0.000836	-0.001501	0.000190	0.001127	0.000366	-0.000799	-0.000360	0.004970	-0.002593	0.000505	-0.000629	0.000006	0.000604	-0.000437	-0.006754	0.809499	-0.004681	-0.000522	0.001563	-0.001881	-0.002082	0.000144	-0.002185	-0.000395	0.000004	0.008488	-0.000342	-0.008736	-0.000008	-0.006550	0.000886	0.000918	-0.000735	-0.000018	-0.000406	0.000002	0.000012
-0.180052	0.110006	-0.218783	0.000931	0.533086	-0.002296	-0.003581	-0.185648	0.003926	0.009595	0.627181	0.000149	-0.007771	-0.001271	-0.007457	0.005219	-0.105101	-0.002672	-0.028620	-0.000401	0.002414	-0.003881	-0.001948	0.672824	0.746893	0.743909	-0.011635	-0.003501	-0.009447	0.000326	-0.012409	0.005121	0.000373	-0.003131	-0.000686	-0.000562	-0.003213	0.000009	0.001832	0.004554	-0.000921	-0.002572	0.540061	-0.002730	-0.003085	0.000026	-0.000713	0.743611	-0.002463	-0.001191	-0.000823	-0.000843	0.000283	-0.000015	-0.000440	0.000594	0.000449	-0.000704	0.781352	-0.000197	0.000680	0.043779	0.000190	0.210369	-0.000008	0.001113	0.000522	-0.000005	-0.007646	0.000052	0.031082	-0.000005	0.024182	0.010124	-0.000681	0.000527	0.049250	0.000142	-0.000012	-0.001355
0.238482	0.852552	0.001315	0.130711	-0.007613	0.000979	0.037587	-0.623516	-0.001862	0.001066	-0.309997	-0.000390	0.000867	0.001452	-0.003186	-0.005933	0.002418	-0.004502	-0.103181	-0.001401	-0.001032	0.007282	-0.002161	0.037371	-0.000654	-0.004725	-0.013257	0.005304	0.001657	-0.004421	-0.010315	0.000794	0.000876	-0.002788	0.001014	0.000412	0.006981	-0.000013	-0.000245	-0.009116	-0.004568	0.003845	0.003054	-0.005072	-0.098668	-0.000609	-0.000012	-0.000527	0.042012	0.001157	0.007305	-0.001171	-0.000429	-0.000005	-0.000008	-0.000908	-0.002092	-0.004518	-0.000512	-0.000077	-0.002222	0.000480	-0.000544	0.001977	0.000073	0.000510	0.240285	-0.000004	-0.002119	-0.050710	0.001656	-0.000017	-0.002754	-0.001931	0.000338	0.229532	-0.000005	0.000408	-0.000012	0.001722
-0.127188	0.588908	0.628216	-0.033602	-0.009664	0.003197	0.647818	0.616969	0.391541	0.749020	-0.001485	-0.001410	0.450495	-0.002881	0.001838	-0.002499	0.007288	0.732185	0.000347	0.002996	0.740862	0.005034	-0.001998	-0.012412	-0.001291	-0.005130	-0.024465	0.004615	0.002796	-0.005290	-0.006996	0.003401	-0.000567	-0.000525	0.000033	-0.000528	-0.002603	-0.000219	-0.000212	-0.003976	-0.008694	-0.008825	0.000349	0.000439	0.001910	-0.000546	-0.000339	0.000529	-0.001475	-0.002778	0.346499	0.000841	0.000418	-0.000016	-0.000005	0.001850	-0.002997	-0.001541	-0.000149	0.001047	-0.001053	0.001703	-0.000525	0.024163	0.000031	-0.003015	0.000101	-0.000021	-0.002629	-0.000459	-0.000606	-0.000001	0.008845	0.015439	-0.002163	-0.000383	0.000018	0.000043	0.000003	-0.000328
0.285201	0.765061	0.006358	-0.005691	-0.009936	-0.004281	-0.005023	0.001461	-0.009624	0.006103	-0.002973	0.000132	-1.568749	-0.002722	-0.001559	-0.004171	-0.009648	-0.009014	-0.001559	-0.002808	0.012867	-0.000271	0.001784	-0.004885	0.001538	0.003500	0.015393	-0.000043	-0.002149	-0.006761	-0.006243	0.006548	-0.000534	-0.000192	0.001495	0.000235	-0.003594	-0.000074	0.001649	-0.005624	-0.005864	-0.003213	0.000162	0.003523	0.001334	-0.000722	-0.000465	-0.000700	-0.111078	-0.002288	0.002616	-0.002464	0.000252	-0.000008	0.000001	0.000166	-0.000714	-0.000677	-0.000545	-0.002589	-0.001610	-0.001995	-0.002019	-0.004123	0.000029	-0.002162	0.000064	0.000001	0.002265	0.000327	0.078296	0.000002	0.017565	-0.001480	-0.001206	0.000525	0.021498	-0.000623	-0.000012	-0.001502
