73	2110	0.14286	0.14286	373.14286	0.14286	0.14286	0.14286	0.14286
74	2029	0.14301	144.89810	228.38523	0.14286	0.14502	0.14289	0.14289
75	2607	0.14286	0.14286	0.14286	367.16983	0.14288	6.10200	0.15671
76	2649	0.14286	0.14287	13.90037	0.14287	359.38529	0.14286	0.14288
77	2087	0.14286	0.14287	2.89027	0.14291	370.39536	0.14286	0.14286
78	2188	0.14286	0.14286	0.14286	363.26562	0.14287	9.95739	0.20554
79	2477	0.14286	0.14286	0.14286	373.14285	0.14286	0.14286	0.14286
80	2386	0.14286	0.14286	0.14286	370.39094	0.14286	2.89427	0.14335
81	2543	0.14286	0.14287	9.90129	198.72772	162.21689	2.51373	0.35463
82	2604	0.14286	0.14286	0.14292	365.30634	0.14364	6.02846	2.09293
83	2561	0.14286	0.14286	0.14290	358.04919	0.14419	12.34484	3.03318
84	2433	0.14290	0.14286	0.14287	373.10034	0.14286	0.14674	0.18141
85	2496	0.14286	0.14286	0.14286	0.14286	373.14286	0.14286	0.14286
86	2153	0.14286	0.14288	3.27141	0.14300	370.01414	0.14286	0.14286
87	2536	0.14286	0.14286	0.14290	341.50850	15.64521	12.76376	3.65391
88	2482	0.14286	0.14286	0.14286	365.80453	0.14287	7.40653	0.21749
89	2512	0.14286	0.14289	10.32813	0.14975	315.67814	47.41522	0.14301
90	2010	0.14286	0.14286	0.14286	0.14286	373.14286	0.14286	0.14286
91	2103	0.14286	0.14286	0.14287	364.80923	0.14290	7.70193	0.91735
92	2253	0.14286	0.14286	0.14288	370.69343	0.14287	2.57860	0.15651
93	2500	0.14286	0.14286	0.14286	373.11186	0.14286	0.14289	0.17382
94	2063	0.14286	0.14286	3.05909	362.09658	0.14592	8.26956	0.14314
95	2509	0.14286	0.14288	88.01846	0.14373	285.26633	0.14287	0.14287
96	2399	0.14286	0.14288	38.14921	0.14287	320.13638	0.14286	15.14293
97	2150	0.14286	0.14286	0.14287	367.01317	0.14291	6.12810	0.28723
98	2030	0.14286	0.14286	0.14286	371.07154	0.14287	2.18481	0.17222
99	2374	0.14286	0.14286	0.14286	373.11704	0.14286	0.14308	0.16845
100	1986	0.14286	0.14286	0.14286	362.89955	0.14286	9.96884	0.56017
101	2630	0.14286	0.14286	0.14286	370.90298	0.14287	2.35412	0.17145
102	2376	0.14290	0.14286	0.14287	364.48023	0.14286	8.76358	0.18470
103	2326	0.14286	0.14286	0.14286	370.98183	0.14286	2.28864	0.15809
104	2172	0.14286	0.14286	0.14286	365.11502	0.14288	8.07172	0.24180
105	2133	9.28446	60.00285	7.28181	0.14296	297.00220	0.14286	0.14286
106	2296	0.14286	373.14286	0.14286	0.14286	0.14286	0.14286	0.14286
107	2626	0.14286	373.14286	0.14286	0.14286	0.14286	0.14286	0.14286
108	2097	0.14286	373.14286	0.14286	0.14286	0.14286	0.14286	0.14286
109	2093	0.14286	0.14286	0.14292	364.45551	0.14287	6.67648	2.29652
110	2391	0.14286	0.14286	0.14286	0.14286	0.14286	373.14286	0.14286
111	2275	0.14286	0.14286	0.14286	368.98094	0.14287	4.30138	0.14623
112	1984	0.14286	0.14286	0.14291	366.57765	0.14286	5.22736	1.62350
113	2347	0.14286	0.14286	1.10666	226.01864	142.98490	3.04516	0.55891
114	2550	0.14286	0.14286	0.14288	363.49354	0.14400	3.81869	6.11518
115	2047	56.71575	52.26774	2.66446	0.14294	261.92338	0.14286	0.14287
116	1932	0.14286	0.14286	0.14286	0.14286	373.14286	0.14286	0.14286
117	2655	0.14286	0.14286	0.14288	370.84517	0.14286	2.41909	0.16429
118	1994	0.14286	0.14287	6.51165	0.14299	366.77385	0.14287	0.14292
119	2292	0.14286	2.93465	17.72599	0.14666	352.76361	0.14326	0.14298
120	2109	0.14286	0.14286	0.14286	372.97815	0.14286	0.14291	0.30750
121	2040	0.14286	0.14286	0.14383	358.48810	8.00554	2.73295	4.34387
122	2086	0.14286	0.14286	0.14291	364.48343	0.14358	8.79955	0.14481
123	2460	0.14286	0.14286	0.14287	366.24015	0.14287	6.65504	0.53336
124	2597	3.73642	0.14290	19.94417	0.15740	349.73327	0.14289	0.14295
125	2282	0.14292	0.14289	74.59657	0.14289	298.68901	0.14286	0.14286
126	2511	0.14286	0.14287	81.20587	0.14291	292.07976	0.14286	0.14286
127	2598	0.14286	0.14291	42.71399	0.14288	330.57163	0.14286	0.14287
128	2638	0.14286	0.14286	0.14286	373.14285	0.14286	0.14286	0.14287
129	2390	0.14286	0.14286	373.14286	0.14286	0.14286	0.14286	0.14286
130	2096	0.14286	0.14286	373.14286	0.14286	0.14286	0.14286	0.14286
131	2218	0.14286	0.14286	0.14288	357.90153	0.14316	15.34785	0.17887
132	1917	0.14286	0.14286	0.14286	365.04327	0.14286	8.16364	0.22165
133	2353	0.14286	0.14286	0.14286	368.54274	0.14286	4.70874	0.17708
134	2625	0.14286	0.14286	0.14286	371.07909	0.14287	2.19462	0.15485
135	2194	0.14286	0.14287	15.59905	0.14385	357.68564	0.14286	0.14286
136	2289	13.32500	53.57435	3.08352	0.14288	303.58853	0.14286	0.14286
137	2323	0.14286	0.14286	0.14286	368.91847	0.14287	4.34585	0.16423
138	2410	0.14286	0.14286	0.14288	356.34684	0.14325	16.85846	0.22285
139	2631	0.14286	0.14286	0.14286	359.59954	0.14287	13.52005	0.30896
140	2111	0.14286	0.14288	57.88457	0.14287	315.40109	0.14286	0.14286
141	2062	0.14286	0.14291	347.18040	0.16756	0.15364	0.14351	26.06913
142	2059	0.14286	0.14286	0.14286	371.14375	0.14287	1.53906	0.74575
143	1938	0.14286	0.14286	0.14287	364.99503	0.14287	8.19158	0.24194
144	2060	0.14286	1.74221	7.83128	346.95060	0.14374	0.22501	16.96430
145	1939	0.14286	0.14286	373.14286	0.14286	0.14286	0.14286	0.14286
146	2264	0.14286	0.14289	57.33140	0.14289	315.95425	0.14286	0.14286
147	2574	0.14286	0.14286	0.14286	373.03335	0.14286	0.14287	0.25234
148	2579	0.14286	0.14286	0.14286	373.00951	0.14287	0.14391	0.27515
149	2419	0.14290	36.63367	18.77449	0.14287	318.02035	0.14286	0.14286
150	2491	0.14286	0.14290	32.21788	0.14304	341.06758	0.14287	0.14288
151	2468	0.14286	0.14424	5.64022	298.32404	65.23739	1.91221	2.59903
152	2615	0.14286	0.14286	0.14287	368.98037	0.14290	4.29339	0.15475
153	2507	0.14286	0.14286	0.14286	361.59789	0.14287	11.64547	0.18520
154	2564	0.14286	0.14286	0.14286	366.94762	0.14286	6.28753	0.19341
155	2420	0.14286	0.14286	5.37537	0.14300	367.91012	0.14286	0.14291
156	1929	0.14286	0.14286	0.14286	373.13372	0.14286	0.14287	0.15198
157	2154	0.14286	0.14286	0.14286	362.78719	0.14337	9.66171	0.97916
158	1925	0.14286	0.14286	3.18730	366.89777	0.14503	3.30588	0.17831
159	1940	0.14286	0.14286	0.14286	0.14286	373.14286	0.14286	0.14286
160	2329	0.14286	0.14286	0.14289	370.05885	3.21634	0.14287	0.15333
161	2469	0.14286	0.14286	0.14286	370.22119	0.14287	2.23706	0.97031
162	2229	0.14286	0.14286	4.15445	350.82907	0.14315	12.10034	6.48728
163	2552	0.14286	0.14286	0.14286	366.17823	0.14286	7.10366	0.14668
164	1993	0.14286	0.14286	0.14286	367.42450	0.14291	3.91887	2.08514
165	2032	0.14286	2.85671	23.75219	0.14288	346.81965	0.14286	0.14286
166	2485	0.14286	0.14286	0.14286	373.14284	0.14286	0.14286	0.14287
167	2395	0.14286	0.14340	0.14302	364.44213	0.14575	4.47819	4.50465
168	2339	0.14286	0.14286	0.14286	358.39695	0.14286	14.87240	0.15922
169	1989	0.14286	0.14286	0.14397	368.36924	0.14287	0.15863	4.89959
170	2243	0.14286	0.14286	373.14286	0.14286	0.14286	0.14286	0.14286
171	2434	0.14286	0.14288	156.16361	0.14286	217.12207	0.14286	0.14286
172	2126	373.14286	0.14286	0.14286	0.14286	0.14286	0.14286	0.14286
173	2408	0.14286	0.14286	0.14286	373.14285	0.14286	0.14286	0.14286
174	2121	0.14286	0.14286	0.14544	368.20695	0.14294	2.59516	2.62380
175	2453	0.14293	301.74196	42.85043	0.14286	0.14367	0.14286	28.83530
176	2214	20.61462	352.66304	0.14320	0.14724	0.14600	0.14302	0.14288
177	2633	0.14286	373.14286	0.14286	0.14286	0.14286	0.14286	0.14286
178	2526	0.14286	0.14286	0.14293	338.15573	0.14579	29.77920	5.49064
179	2430	0.14286	0.14286	0.14286	359.99508	0.14287	13.26475	0.16872
180	1964	79.55363	168.08830	0.58914	0.14288	125.34025	0.14294	0.14286
181	2064	0.14286	0.14286	0.14287	364.79054	0.14288	8.48837	0.14963
182	2407	0.14286	0.14286	0.14286	373.14286	0.14286	0.14286	0.14286
183	2317	373.14286	0.14286	0.14286	0.14286	0.14286	0.14286	0.14286
184	2412	373.14286	0.14286	0.14286	0.14286	0.14286	0.14286	0.14286
185	2406	0.14286	373.14286	0.14286	0.14286	0.14286	0.14286	0.14286
186	2112	0.14286	0.14286	0.14286	363.49225	0.14286	9.65051	0.28580
187	2404	0.14286	0.14286	0.14287	357.06670	0.14287	16.08598	0.27587
188	2135	0.14286	0.14286	0.14286	0.14286	373.14286	0.14286	0.14286
189	2498	0.14286	25.95860	0.43334	0.14286	347.03660	0.14286	0.14287
190	2302	0.14287	6.62718	0.14290	0.14378	366.65751	0.14286	0.14290
191	2629	0.14286	3.17971	6.62361	0.14308	363.62500	0.14286	0.14289
192	2351	0.14286	3.62192	7.54800	0.14301	362.25846	0.14286	0.14289
193	2212	0.14286	0.14286	0.14287	370.32430	0.14287	2.95812	0.14613
194	2123	0.14286	0.14286	0.14286	363.58200	0.14287	9.64560	0.20095
195	2053	0.14286	0.14288	68.27960	0.14295	305.00599	0.14286	0.14286
196	2254	0.14286	0.14343	14.42046	0.14286	358.86467	0.14286	0.14286
197	2271	0.14286	0.14286	0.14287	366.73125	0.14289	6.52894	0.16834
198	2199	4.79115	0.14290	68.41671	0.14290	300.22061	0.14286	0.14286
199	2054	0.14286	0.14287	69.16482	0.14288	304.12084	0.14286	0.14286
200	2018	0.14286	373.14286	0.14286	0.14286	0.14286	0.14286	0.14286
201	2636	0.14286	373.14286	0.14286	0.14286	0.14286	0.14286	0.14286
202	2371	373.14286	0.14286	0.14286	0.14286	0.14286	0.14286	0.14286
203	2166	373.14286	0.14286	0.14286	0.14286	0.14286	0.14286	0.14286
204	2033	0.14286	0.14286	0.14286	370.89669	0.14287	2.37420	0.15767
205	2608	0.14287	0.14305	62.55898	0.14288	310.72650	0.14286	0.14287
206	2567	0.14286	0.14287	3.65578	0.14377	369.62898	0.14287	0.14288
207	2338	0.14286	0.14286	11.91673	0.14292	361.36890	0.14286	0.14288
208	1954	0.14286	95.53956	0.14525	0.14287	277.74374	0.14286	0.14286
209	2555	0.14286	0.14290	13.01062	0.14290	360.27499	0.14286	0.14286
210	2138	0.14286	0.14288	9.28444	0.14288	363.99565	0.14844	0.14286
211	2357	373.14286	0.14286	0.14286	0.14286	0.14286	0.14286	0.14286
212	2152	373.14286	0.14286	0.14286	0.14286	0.14286	0.14286	0.14286
213	2372	0.14286	0.14287	4.14080	0.14288	369.14488	0.14286	0.14286
214	2189	0.14286	0.14289	4.13912	0.15231	278.00625	91.27342	0.14315
215	2590	0.14286	0.14286	0.14286	365.25067	0.14287	8.02942	0.14846
216	2359	0.14286	0.14286	0.14286	373.14285	0.14286	0.14286	0.14286
217	2020	0.14286	0.14286	0.14286	370.56732	0.14286	2.62692	0.23432
218	2467	0.14286	0.14286	0.14287	370.10317	0.14287	3.17915	0.14623
219	2266	0.14286	0.14287	10.95371	325.66309	0.15094	36.43096	0.51558
220	2558	271.92784	0.14286	79.74314	21.75689	0.14355	0.14286	0.14286
221	2375	172.40640	0.14288	200.87925	0.14290	0.14286	0.14286	0.14286
222	1947	0.14286	0.14288	103.15917	0.14288	270.12650	0.14286	0.14286
223	2432	0.14286	0.14294	359.25602	0.14286	0.14352	0.14286	14.02894
224	2660	0.14286	373.14286	0.14286	0.14286	0.14286	0.14286	0.14286
225	2640	0.14286	373.14286	0.14286	0.14286	0.14286	0.14286	0.14286
226	2601	0.14286	0.14286	0.14292	367.04791	0.14369	6.10042	0.27934
227	2069	0.14286	0.14286	0.14390	352.29171	0.14320	11.32320	9.81228
228	2327	0.14286	0.14295	97.49028	0.14291	275.79526	0.14287	0.14287
229	1928	0.14286	373.14286	0.14286	0.14286	0.14286	0.14286	0.14286
230	2360	373.14286	0.14286	0.14286	0.14286	0.14286	0.14286	0.14286
231	2156	373.14286	0.14286	0.14286	0.14286	0.14286	0.14286	0.14286
232	2101	0.14286	0.14286	373.14286	0.14286	0.14286	0.14286	0.14286
233	2095	0.14286	0.14289	0.14287	370.63565	2.63590	0.14293	0.15690
234	2125	0.14286	0.14287	25.52523	0.14288	347.76042	0.14286	0.14288
235	2124	0.14286	0.14286	0.14287	368.53211	0.14286	4.59801	0.29843
236	2538	0.14286	373.14286	0.14286	0.14286	0.14286	0.14286	0.14286
237	2447	0.14286	373.14286	0.14286	0.14286	0.14286	0.14286	0.14286
238	2297	0.14286	373.14286	0.14286	0.14286	0.14286	0.14286	0.14286
239	2659	92.34942	280.93624	0.14286	0.14286	0.14291	0.14286	0.14286
240	2142	0.14286	0.14290	13.21005	333.26329	0.14642	24.57644	2.51803
241	2414	0.14286	0.14286	0.14292	366.86763	0.14379	6.34486	0.21508
242	2324	0.14287	0.14300	2.22134	359.70012	10.85111	0.16229	0.77927
243	2334	0.14286	0.14286	0.14290	342.34722	3.38953	27.60036	0.23427
244	2397	373.14286	0.14286	0.14286	0.14286	0.14286	0.14286	0.14286
245	1978	373.14286	0.14286	0.14286	0.14286	0.14286	0.14286	0.14286
246	2429	0.14286	0.14287	5.92777	0.20906	0.14657	367.28788	0.14299
247	2300	0.14286	0.14286	0.14287	320.47688	0.14288	51.53839	1.41326
248	2606	0.14286	0.14286	0.14286	373.08301	0.14287	0.14317	0.20237
249	2276	0.14286	0.14286	0.14286	373.10003	0.14287	0.14287	0.18566
250	2554	0.14286	0.14286	0.14286	373.14286	0.14286	0.14286	0.14286
251	2258	0.14286	0.14286	0.14286	357.16726	0.14286	15.21171	1.04959
252	2331	0.14286	0.14286	0.14444	366.97443	0.14286	4.44966	2.00289
253	1942	0.14286	0.14286	0.14286	0.14286	0.14286	373.14286	0.14286
254	2584	0.14286	0.14286	0.14286	0.14286	0.14286	373.14286	0.14286
255	2517	0.14286	373.14286	0.14286	0.14286	0.14286	0.14286	0.14286
256	2192	0.14286	373.14286	0.14286	0.14286	0.14286	0.14286	0.14286
257	2090	0.14286	0.14286	0.14286	366.99668	0.14287	6.15872	0.27317
258	2340	0.14286	0.14286	0.14286	367.35851	0.14287	5.81799	0.25206
259	2127	0.14286	7.67502	14.50269	0.14287	351.25084	0.14286	0.14286
260	1943	0.14286	0.14286	0.14286	358.84770	0.14287	14.36131	0.21955
261	2586	0.14286	0.14286	0.14286	369.00803	0.14287	4.16984	0.25069
262	2116	0.14286	373.14286	0.14286	0.14286	0.14286	0.14286	0.14286
263	2365	0.14286	373.14286	0.14286	0.14286	0.14286	0.14286	0.14286
264	2523	319.04327	54.24245	0.14286	0.14286	0.14286	0.14286	0.14286
265	2158	373.14286	0.14286	0.14286	0.14286	0.14286	0.14286	0.14286
266	1985	0.14286	0.14287	0.27520	321.18912	40.09992	9.33077	2.81926
267	2279	0.14286	0.14289	22.93544	0.14295	350.35012	0.14286	0.14287
268	1948	0.14286	0.14286	4.04105	0.14288	369.24456	0.14288	0.14290
269	1957	0.14286	373.14286	0.14286	0.14286	0.14286	0.14286	0.14286
270	2648	0.14286	373.14286	0.14286	0.14286	0.14286	0.14286	0.14286
271	1946	0.14286	0.14286	0.14288	371.07415	0.14287	2.18337	0.17102
272	2337	0.14286	373.14286	0.14286	0.14286	0.14286	0.14286	0.14286
273	2225	0.14286	373.14286	0.14286	0.14286	0.14286	0.14286	0.14286
274	2016	0.14286	373.14286	0.14286	0.14286	0.14286	0.14286	0.14286
275	2244	0.14286	0.14286	0.14286	367.28752	0.14287	5.97007	0.17097
276	2348	0.14286	0.14286	0.14286	368.01820	2.68894	1.29312	1.57117
277	2600	0.14286	0.14286	0.14290	364.68178	0.14351	8.59175	0.15434
278	2593	0.14286	0.14286	0.14286	373.13333	0.14287	0.14293	0.15230
279	2056	0.14286	0.14286	0.14286	318.58417	0.14295	54.50373	0.34057
280	2396	0.14286	6.09722	367.18465	0.14287	0.14664	0.14289	0.14286
281	1952	0.14286	48.79201	301.18520	0.14855	0.14417	23.44416	0.14305
282	2458	0.14286	0.14287	73.92304	0.14288	299.36262	0.14287	0.14286
283	2489	0.14286	0.14286	0.14292	362.47334	0.14374	10.81142	0.14286
284	1983	0.14286	0.14287	0.14287	344.04814	0.14318	29.20254	0.17754
285	2328	0.14286	0.14289	89.21660	0.14442	284.06631	0.14402	0.14291
286	2394	0.14286	0.14286	373.14286	0.14286	0.14286	0.14286	0.14286
287	1718	0.14286	0.14288	11.68930	0.14287	361.59637	0.14286	0.14286
288	2333	0.14286	0.14288	85.96585	0.14538	287.31726	0.14289	0.14289
289	2446	0.14286	0.14286	0.14286	373.10906	0.14286	0.14312	0.17638
290	1997	0.14286	0.14286	0.14286	373.12825	0.14287	0.14299	0.15732
291	1955	0.14286	0.14289	23.98267	0.14290	349.30295	0.14286	0.14286
292	1920	0.14286	0.14287	17.46005	0.14291	355.82558	0.14286	0.14287
293	2074	0.14286	0.14286	0.14286	373.14284	0.14286	0.14286	0.14288
294	1926	3.51434	51.37653	42.43376	0.14289	276.24675	0.14286	0.14286
295	2570	333.54434	0.14286	0.14286	39.74137	0.14286	0.14286	0.14286
296	2647	0.14286	373.14286	0.14286	0.14286	0.14286	0.14286	0.14286
297	2435	0.14286	373.14286	0.14286	0.14286	0.14286	0.14286	0.14286
298	2213	0.14286	0.14286	0.14286	369.33932	0.14286	3.93809	0.15115
299	2464	0.14286	0.14286	0.14286	373.10904	0.14287	0.14293	0.17660
300	2335	373.14286	0.14286	0.14286	0.14286	0.14286	0.14286	0.14286
301	1960	373.14286	0.14286	0.14286	0.14286	0.14286	0.14286	0.14286
302	2392	0.14286	0.14286	8.44233	360.58617	0.14619	3.83895	0.70064
303	2549	0.14286	0.14286	0.14286	373.08445	0.14286	0.14297	0.20114
304	2131	0.14286	0.14286	0.14288	365.28700	0.14301	7.91423	0.22716
305	2309	0.14286	0.14288	0.14316	357.36820	0.14520	13.45104	2.60666
306	2092	0.14286	0.14286	0.14286	0.14286	0.14286	373.14286	0.14286
307	2165	0.14286	0.14286	0.14288	366.99457	0.14290	3.79951	2.63442
308	2149	0.14286	0.14297	10.03848	0.14287	363.24710	0.14286	0.14286
309	2007	0.14286	0.14292	17.86402	0.15947	294.41957	61.12823	0.14292
310	2445	0.14286	0.14287	6.17718	0.15054	361.69096	5.55245	0.14315
311	2306	0.14286	0.14286	0.14286	373.11633	0.14287	0.14316	0.16907
312	2043	0.14286	0.14286	0.14286	366.49912	0.14287	6.78079	0.14865
313	2535	54.46174	0.14286	0.14286	318.82396	0.14287	0.14286	0.14286
314	2492	0.14286	0.14286	0.14286	368.78808	0.14287	4.48923	0.15124
315	2361	373.14286	0.14286	0.14286	0.14286	0.14286	0.14286	0.14286
316	2280	0.14286	0.14286	373.14286	0.14286	0.14286	0.14286	0.14286
317	2619	0.14286	0.14286	0.14287	368.38115	0.14287	4.33778	0.70961
318	2385	0.14286	0.14286	0.14286	0.14286	373.14286	0.14286	0.14286
319	2530	0.14286	0.14288	0.14290	48.79680	324.48823	0.14286	0.14347
320	1913	0.14286	70.30982	0.14288	0.14286	302.97586	0.14286	0.14286
321	2542	0.14286	0.14286	8.07021	349.70922	0.15128	12.38515	3.39843
322	2246	0.14286	0.14303	27.37161	0.14289	345.91390	0.14286	0.14286
323	2002	0.14286	0.14293	38.22122	0.14499	335.06204	0.14303	0.14293
324	1972	0.14286	373.14286	0.14286	0.14286	0.14286	0.14286	0.14286
325	2242	0.14314	159.58916	28.10757	0.15360	164.62878	0.14300	21.23475
326	2416	0.14286	373.14286	0.14286	0.14286	0.14286	0.14286	0.14286
327	2071	0.14286	0.14287	3.53101	0.14353	366.34269	3.55418	0.14286
328	2102	0.14286	14.92766	3.27231	0.14288	355.22856	0.14286	0.14286
329	2616	0.14286	19.66957	4.26106	0.14424	349.49655	0.14286	0.14286
330	2176	3.95492	62.86224	12.49453	0.14287	294.25971	0.14286	0.14287
331	2267	0.14286	0.14288	26.64232	0.14286	346.64336	0.14286	0.14286
332	2068	0.14286	0.14294	30.98532	0.14288	342.30028	0.14286	0.14286
333	1577	0.14286	2.55996	10.54728	0.14290	360.32127	0.14286	0.14287
334	2370	0.14286	0.14286	0.14287	370.68940	0.14287	2.59238	0.14677
335	2237	0.14286	0.14286	0.14286	366.84286	0.14287	6.44153	0.14416
336	2583	0.14286	373.14286	0.14286	0.14286	0.14286	0.14286	0.14286
337	2378	0.14286	373.14286	0.14286	0.14286	0.14286	0.14286	0.14286
338	2503	373.14286	0.14286	0.14286	0.14286	0.14286	0.14286	0.14286
339	2114	373.14286	0.14286	0.14286	0.14286	0.14286	0.14286	0.14286
340	2260	373.14286	0.14286	0.14286	0.14286	0.14286	0.14286	0.14286
341	2307	0.14286	0.14286	0.14286	373.12679	0.14286	0.14287	0.15891
342	2336	0.14286	0.14291	31.62268	0.14610	341.65935	0.14317	0.14293
343	2120	373.14286	0.14286	0.14286	0.14286	0.14286	0.14286	0.14286
344	2105	373.14286	0.14286	0.14286	0.14286	0.14286	0.14286	0.14286
345	2161	0.14286	0.14286	373.14286	0.14286	0.14286	0.14286	0.14286
346	2287	0.14286	0.14286	0.14286	373.14285	0.14286	0.14286	0.14286
347	2529	0.14286	57.54998	0.14291	0.14286	315.73568	0.14286	0.14286
348	1966	0.14287	0.14296	0.14443	346.10472	0.14298	24.68853	2.63352
349	2285	0.14286	0.14287	15.54619	0.14289	357.73947	0.14287	0.14286
